trial_id,grader,data_grades,vis_grades
asymmetric_tensor_codex_run_3_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
asymmetric_tensor_claude_run_1_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
asymmetric_tensor_claude_run_2_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
asymmetric_tensor_claude_run_3_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
asymmetric_tensor_codex_run_1_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
asymmetric_tensor_codex_run_2_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
contour_tree_codex_run_1_prompt_0_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An isometric camera is used when a proper 3D perspective would be better.""}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An isometric camera is used when a proper 3D perspective would be better.""}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An isometric camera is used when a proper 3D perspective would be better.""}]"
contour_tree_codex_run_2_prompt_0_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
contour_tree_claude_run_1_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
contour_tree_claude_run_1_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
contour_tree_claude_run_3_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An orthographic camera is used.""}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An orthographic camera is used.""}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An orthographic camera is used.""}]"
contour_tree_codex_run_0_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An orthographic camera is used.""}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An orthographic camera is used.""}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An orthographic camera is used.""}]"
contour_tree_codex_run_1_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An orthographic camera is used.""}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An orthographic camera is used.""}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An orthographic camera is used.""}]"
contour_tree_codex_run_2_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An orthographic camera is used.""}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An orthographic camera is used.""}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An orthographic camera is used.""}]"
Morse-Smale segmentation_codex_run_0_prompt_0_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
Morse-Smale segmentation_codex_run_1_prompt_0_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
Morse-Smale segmentation_codex_run_2_prompt_0_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
Morse-Smale segmentation_codex_run_3_prompt_0_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
Morse-Smale segmentation_codex_run_1_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
Morse-Smale segmentation_codex_run_2_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
Morse-Smale segmentation_codex_run_3_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
Morse-Smale segmentation_codex_run_1_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
Morse-Smale segmentation_codex_run_3_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
scalar_critical_point_tracking_claude_run_1_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
scalar_critical_point_tracking_claude_run_2_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""It would be better to put this in the same frame as the tracked critical points.""}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
scalar_critical_point_tracking_codex_run_0_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""It is shown in a separate frame from the maxima. The simplified field is shown with the maxima.""}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
scalar_critical_point_tracking_codex_run_1_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""It is shown in a separate frame from the maxima. The simplified field is shown with the maxima.""}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
scalar_critical_point_tracking_codex_run_2_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""It is shown in a separate frame from the maxima. The simplified field is shown with the maxima.""}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Not visualized"", ""comment"": """"}]"
scalar_critical_point_tracking_codex_run_3_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Not visualized"", ""comment"": """"}]"
scalar_critical_point_tracking_claude_run_1_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Not visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Not visualized"", ""comment"": """"}]"
scalar_critical_point_tracking_claude_run_2_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
scalar_critical_point_tracking_codex_run_0_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Not visualized"", ""comment"": """"}]"
scalar_critical_point_tracking_codex_run_1_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Not visualized"", ""comment"": """"}]"
scalar_critical_point_tracking_codex_run_2_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Not visualized"", ""comment"": """"}]"
hyperLIC_claude_run_0_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
hyperLIC_claude_run_2_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
hyperLIC_claude_run_3_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
hyperLIC_codex_run_1_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
hyperLIC_codex_run_2_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
vector_critical_point_tracking_claude_run_1_prompt_0,Nathan,"[{""rating"": ""Computed with errors"", ""comment"": ""Scalar critical points of the magnitude field are computed.""}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": """"}]"
vector_critical_point_tracking_claude_run_2_prompt_0,Nathan,"[{""rating"": ""Correctly computed, but edge cases are not handled correctly"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": """"}]"
vector_critical_point_tracking_claude_run_3_prompt_0,Nathan,"[{""rating"": ""Correctly computed, but edge cases are not handled correctly"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Not visualized"", ""comment"": """"}]"
vector_critical_point_tracking_claude_run_0_prompt_0_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
vector_critical_point_tracking_claude_run_1_prompt_0_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
vector_critical_point_tracking_claude_run_3_prompt_0_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
vector_critical_point_tracking_codex_run_0_prompt_0_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
vector_critical_point_tracking_codex_run_1_prompt_0_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": ""There is only one image but the agent indicates ways to obtain more.""}]"
vector_critical_point_tracking_codex_run_3_prompt_0_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
vector_critical_point_tracking_claude_run_0_prompt_1,Nathan,"[{""rating"": ""Correctly computed, but edge cases are not handled correctly"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": """"}]"
vector_critical_point_tracking_claude_run_2_prompt_1,Nathan,"[{""rating"": ""Correctly computed, but edge cases are not handled correctly"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Not visualized"", ""comment"": """"}]"
vector_critical_point_tracking_codex_run_0_prompt_1,Nathan,"[{""rating"": ""Correctly computed, but edge cases are not handled correctly"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": """"}]"
vector_critical_point_tracking_codex_run_1_prompt_1,Nathan,"[{""rating"": ""Correctly computed, but edge cases are not handled correctly"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": """"}]"
vector_critical_point_tracking_codex_run_3_prompt_1,Nathan,"[{""rating"": ""Correctly computed, but edge cases are not handled correctly"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": """"}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": """"}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": """"}]"
vector_critical_point_tracking_claude_run_0_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
vector_critical_point_tracking_claude_run_1_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Not visualized"", ""comment"": """"}]"
vector_critical_point_tracking_claude_run_3_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
vector_critical_point_tracking_codex_run_1_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
vector_critical_point_tracking_codex_run_3_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
vector_critical_point_tracking_claude_run_3_prompt_2,Nathan,"[{""rating"": ""Computed with errors"", ""comment"": ""Critical points of the mangitude field are visualized.""}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": """"}]"
vector_critical_point_tracking_codex_run_0_prompt_2,Nathan,"[{""rating"": ""Correctly computed, but edge cases are not handled correctly"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": """"}]"
vector_critical_point_tracking_codex_run_2_prompt_2,Nathan,"[{""rating"": ""Correctly computed, but edge cases are not handled correctly"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": """"}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": """"}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": """"}]"
vector_critical_point_tracking_codex_run_3_prompt_2,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Not visualized"", ""comment"": """"}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": """"}, {""rating"": ""Not visualized"", ""comment"": """"}]"
asymmetric_tensor_codex_run_0_prompt_0_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
asymmetric_tensor_claude_run_3_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
asymmetric_tensor_codex_run_2_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
asymmetric_tensor_codex_run_0_prompt_2_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
contour_tree_codex_run_0_prompt_0_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An isometric camera is used when a proper 3D perspective would be better.""}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An isometric camera is used when a proper 3D perspective would be better.""}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An isometric camera is used when a proper 3D perspective would be better.""}]"
contour_tree_codex_run_2_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An orthographic camera is used.""}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An orthographic camera is used.""}, {""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""An orthographic camera is used.""}]"
contour_tree_claude_run_2_prompt_1_api,Nathan,"[{""rating"": ""Correctly computed"", ""comment"": """"}, {""rating"": ""Correctly computed"", ""comment"": """"}]","[{""rating"": ""Visualized, but design choices impair interpretability"", ""comment"": ""Scalar field not visualized in the same visualization as the contour tree. Also an orthographic camera is used.""}, {""rating"": ""Correctly visualized"", ""comment"": """"}, {""rating"": ""Correctly visualized"", ""comment"": """"}]"
